iter	MultiClass
209	0.4755955101
210	0.4748029316
211	0.4734018602
212	0.4722225978
213	0.4707316903
214	0.4690757525
215	0.4683358495
216	0.4670625098
217	0.4661215037
218	0.465049045
219	0.4644041054
220	0.4629382529
221	0.4611797371
222	0.4592674231
223	0.4576639647
224	0.4563696864
225	0.4548046679
226	0.4532542692
227	0.452155735
228	0.4510392629
229	0.4505519465
230	0.4489491365
231	0.4481031301
232	0.4468369352
233	0.4457165627
234	0.4443541481
235	0.4437574339
236	0.4429753511
237	0.4420430652
238	0.4403256931
239	0.4393491633
240	0.4385098311
241	0.4373146992
242	0.4361982933
243	0.4353066247
244	0.4343549066
245	0.4325076704
246	0.4310717274
247	0.4303433896
248	0.4293322623
249	0.4279596871
250	0.4265962677
251	0.4255704036
252	0.424234697
253	0.4233396183
254	0.4225883069
255	0.4215708876
256	0.4206683412
257	0.4194070267
258	0.4185178657
259	0.4174277413
260	0.4163949553
261	0.4148965283
262	0.413928037
263	0.4129061286
264	0.4118008146
265	0.4106804335
266	0.409730118
267	0.4088087445
268	0.4079707566
269	0.4066865296
270	0.4058182435
271	0.4050467374
272	0.403673019
273	0.4026047978
274	0.4017472982
275	0.40065529
276	0.3994871566
277	0.3986036965
278	0.3971317227
279	0.3961794428
280	0.3951253569
281	0.3941179288
282	0.3933627724
283	0.3924623089
284	0.3914464177
285	0.3910652461
286	0.3903393322
287	0.3894385521
288	0.3885604468
289	0.3872542641
290	0.3863365699
291	0.3851142786
292	0.3840726895
293	0.38318739
294	0.3825370845
295	0.3818716443
296	0.3809401965
297	0.3798592777
298	0.3788786156
299	0.3779639493
300	0.3772611801
301	0.3766013577
302	0.3757487348
303	0.3755667522
304	0.3744036569
305	0.3731838169
306	0.3723299897
307	0.371721063
308	0.3710076024
309	0.3697195685
310	0.3689263626
311	0.3683408211
312	0.3674722569
313	0.3666535143
314	0.3654277419
315	0.3648457368
316	0.3638552913
317	0.3628546223
318	0.3620758657
319	0.3608626742
320	0.3603325477
321	0.359581184
322	0.3587964627
323	0.3577714783
324	0.356485226
325	0.3554854022
326	0.3548404751
327	0.3538696408
328	0.3531151152
329	0.3523251902
330	0.3512762666
331	0.3500536929
332	0.3492962358
333	0.3483460036
334	0.3474624357
335	0.3466449806
336	0.3457856153
337	0.3450796239
338	0.3444610462
339	0.343537964
340	0.3429014292
341	0.342185588
342	0.3414856863
343	0.3408203858
344	0.3397734858
345	0.3389268936
346	0.3385116173
347	0.3373933498
348	0.3366228484
349	0.3359297024
350	0.3352216873
351	0.3344963342
352	0.3336288299
353	0.3326911181
354	0.3322326964
355	0.3313009165
356	0.3307626005
357	0.3299297823
358	0.3294223358
359	0.329077296
360	0.3284847842
361	0.3276992378
362	0.3272157356
363	0.3266966912
364	0.326386788
365	0.3252657098
366	0.3246094857
367	0.3235248863
368	0.3222206696
369	0.3211468935
370	0.3208204248
371	0.3201695525
372	0.3194867475
373	0.3186152664
374	0.3182289052
375	0.3176326622
376	0.3171475574
377	0.3164286528
378	0.3159924398
379	0.314937054
380	0.3143668689
381	0.3134883877
382	0.3128365679
383	0.3125760706
384	0.3119055918
385	0.3113415986
386	0.3106548173
387	0.3101142665
388	0.3090724904
389	0.3083820739
390	0.3078150128
391	0.3070792992
392	0.3066104575
393	0.305888909
394	0.3050796871
395	0.3047032977
396	0.3038806597
397	0.3033301086
398	0.3025064127
399	0.3015092389
400	0.3009999509
401	0.300040442
402	0.2992933566
403	0.298677231
404	0.297768596
405	0.2967799334
406	0.2961823732
407	0.2954588915
408	0.294486888
409	0.2938197051
410	0.2932263087
411	0.2921724604
412	0.2919940345
413	0.2912939754
414	0.2905808021
415	0.2897772236
416	0.2890072172
417	0.2884647569
418	0.2877648164
419	0.2869811584
420	0.2863574757
421	0.2860838379
422	0.2854802312
423	0.2848158047
424	0.2841026194
425	0.2835530336
426	0.2825550557
427	0.2819535154
428	0.2816507274
429	0.2810309482
430	0.2799913836
431	0.2790093622
432	0.2783292371
433	0.2775452838
434	0.2771961912
435	0.2764521947
436	0.2755990446
437	0.2749686543
438	0.2744092966
439	0.273453929
440	0.2729520267
441	0.2724286216
442	0.2717025375
443	0.2709405446
444	0.2703147989
445	0.2696271161
446	0.2690199384
447	0.2682880331
448	0.2679858287
449	0.2676931169
450	0.2669826139
451	0.2664179115
452	0.2656518473
453	0.2647882024
454	0.264162778
455	0.2634913167
456	0.2628505605
457	0.2624117265
458	0.2618429536
459	0.2611709445
460	0.2604526506
461	0.2600621433
462	0.2595699527
463	0.2591195199
464	0.2586049906
465	0.2581464085
466	0.2575527792
467	0.2570409292
468	0.2563874068
469	0.2558621602
470	0.2552915054
471	0.2546970416
472	0.2541153334
473	0.2536754016
474	0.2530878374
475	0.252173213
476	0.251602335
477	0.2512585056
478	0.250654691
479	0.2497717084
480	0.248752818
481	0.2482655005
482	0.2480051262
483	0.2476400888
484	0.2468731817
485	0.2465381741
486	0.2461603827
487	0.2459214122
488	0.2455818379
489	0.2451347196
490	0.2446797619
491	0.2442377217
492	0.2439119101
493	0.2433106477
494	0.2424916583
495	0.2421052942
496	0.2416859088
497	0.2411101781
498	0.2405614353
499	0.2402675012
500	0.2399181827
501	0.2393592085
502	0.2388122355
503	0.2382992907
504	0.2376878718
505	0.2372642309
506	0.2364987908
507	0.2356772012
508	0.2351328389
509	0.2349940508
510	0.2345449544
511	0.234053539
512	0.2337173651
513	0.233104559
514	0.2325872793
515	0.2320513997
516	0.2317501407
517	0.2312692377
518	0.2307945397
519	0.2304520386
520	0.2297390591
521	0.2293906265
522	0.2290323473
523	0.2285077767
524	0.2280040711
525	0.227522801
526	0.2270051301
527	0.2265786297
528	0.225899499
529	0.2254174156
530	0.2249412211
531	0.2242949673
532	0.2240204505
533	0.223654084
534	0.2231555579
535	0.2227231653
536	0.2221424203
537	0.2217058593
538	0.2213668955
539	0.2209295374
540	0.2204510359
541	0.220021989
542	0.2198080255
543	0.2193325175
544	0.2188921403
545	0.2184972983
546	0.2179406721
547	0.217556801
548	0.2171315868
549	0.2168433505
550	0.216410562
551	0.2159674934
552	0.2155412288
553	0.2150806368
554	0.2146824231
555	0.2143900894
556	0.2138967258
557	0.2134324288
558	0.2129257909
559	0.2125449966
560	0.2123481113
561	0.211862668
562	0.2114467465
563	0.2109592309
564	0.2103896521
565	0.2102211993
566	0.2097021413
567	0.2094530825
568	0.2092467206
569	0.2087673411
570	0.2085849732
571	0.2081956621
572	0.207676281
573	0.2073471583
574	0.2070484355
575	0.2067030111
576	0.2064671171
577	0.2059971065
578	0.205653738
579	0.205177824
580	0.2048150125
581	0.2044286619
582	0.2038731367
583	0.2036219551
584	0.2033181323
585	0.2029462311
586	0.2026257198
587	0.2023448036
588	0.2020265508
589	0.2017681261
590	0.2013289362
591	0.2009353381
592	0.2007777888
593	0.2005296335
594	0.2000503028
595	0.1997296446
596	0.199434038
597	0.1989570561
598	0.1986017847
599	0.1981373149
600	0.1977804437
601	0.1974474172
602	0.1972186905
603	0.1967143924
604	0.1962785135
605	0.195939314
606	0.1954086744
607	0.1948216786
608	0.1944697748
609	0.1941311231
610	0.1936072807
611	0.1931204571
612	0.1927985861
613	0.1925997852
614	0.1921835307
615	0.191952718
616	0.1917001863
617	0.1913381753
618	0.1909352936
619	0.1905131723
620	0.1901570285
621	0.1898181753
622	0.1892782785
623	0.1887603638
624	0.18838199
625	0.1879151652
626	0.187601553
627	0.1869439025
628	0.1865978632
629	0.1862616975
630	0.1859157016
631	0.1856589114
632	0.1853597831
633	0.185162384
634	0.1848711446
635	0.1846940995
636	0.1844252935
637	0.1838708017
638	0.1835341118
639	0.1832436772
640	0.182847727
641	0.1825368645
642	0.1822922056
643	0.1820814295
644	0.1816669807
645	0.1814164593
646	0.1811863304
647	0.1809727237
648	0.1806212619
649	0.1803224684
650	0.1797711451
651	0.1795046979
652	0.1791888505
653	0.1787598345
654	0.1784012693
655	0.1781104806
656	0.1779426716
657	0.1776206397
658	0.1772323219
659	0.1768010462
660	0.1763663479
661	0.176058929
662	0.1757895599
663	0.1755867045
664	0.1754357119
665	0.1750589278
666	0.1747117536
667	0.1744891256
668	0.1741546909
669	0.1738151964
670	0.1734817803
671	0.1729026739
672	0.1726449561
673	0.1724570762
674	0.1720843922
675	0.171667652
676	0.1713366516
677	0.1709677602
678	0.1706121594
679	0.1702793559
680	0.1700608897
681	0.1696230239
682	0.1692370681
683	0.1690802712
684	0.1687318148
685	0.1685947442
686	0.1682720641
687	0.1681274734
688	0.1680072532
689	0.1675132504
690	0.167211093
691	0.1669640576
692	0.1668090804
693	0.166563856
694	0.1661883552
695	0.1656231149
696	0.1652813483
697	0.1651016756
698	0.1648973179
699	0.1645198756
700	0.1641348997
701	0.16383581
702	0.163499785
703	0.1633301871
704	0.1629976004
705	0.1628047343
706	0.1624772348
707	0.162177312
708	0.1618959012
709	0.1616403082
710	0.1611266482
711	0.1607972829
712	0.1604961371
713	0.160212569
714	0.1600468116
715	0.1596908149
716	0.1594446611
717	0.1592699853
718	0.1587988514
719	0.1583115001
720	0.1580069656
721	0.1577654466
722	0.1574347091
723	0.1570697574
724	0.1568763935
725	0.1566802844
726	0.1563634471
727	0.156165589
728	0.1559075548
729	0.1555497457
730	0.1551961408
731	0.1548800699
732	0.1546984296
733	0.1542639635
734	0.1540671062
735	0.153856148
736	0.1534670643
737	0.1531519562
738	0.1527864441
739	0.1525179501
740	0.1522131754
741	0.1520078343
742	0.1517292074
743	0.1513823733
744	0.1511781853
745	0.1507117615
746	0.1504909955
747	0.1502803036
748	0.1500512185
749	0.1496255638
750	0.1493940639
751	0.1489075231
752	0.1486584968
753	0.1484819044
754	0.1482787205
755	0.1480808876
756	0.1477786188
757	0.1476513828
758	0.1475945405
759	0.1474157839
760	0.147050829
761	0.14682744
762	0.1466009064
763	0.1461719321
764	0.14593753
765	0.1458736026
766	0.1454423199
767	0.1452428037
768	0.1449848795
769	0.1448081339
770	0.1445867115
771	0.1441580673
772	0.1438878166
773	0.1435291396
774	0.1432087548
775	0.1429347438
776	0.1426715454
777	0.1423670891
778	0.1421157364
779	0.1419080812
780	0.141780971
781	0.1412765515
782	0.1410513387
783	0.1407401326
784	0.1403580603
785	0.1401832267
786	0.139839177
787	0.1394711918
788	0.1392829603
789	0.1390824737
790	0.1389579934
791	0.1388251254
792	0.138624986
793	0.1382170698
794	0.1380372364
795	0.1376744838
796	0.137359606
797	0.1370025824
798	0.1368887546
799	0.1366719488
800	0.1365931108
801	0.1364576557
802	0.1362336556
803	0.1360674371
804	0.1357862554
805	0.1354742968
806	0.1352759184
807	0.1351477936
808	0.1349706762
809	0.1346908583
810	0.1345593084
811	0.1343828529
812	0.1342229733
813	0.1340250575
814	0.133927069
815	0.1334977269
816	0.1333209926
817	0.1330996725
818	0.1328794855
819	0.1327202382
820	0.1324152927
821	0.1320855636
822	0.1316407559
823	0.1313308933
824	0.131253025
825	0.1310503127
826	0.1307952694
827	0.1306535443
828	0.1303830471
829	0.1301584594
830	0.1300062729
831	0.1296839032
832	0.1295985055
833	0.1294149645
834	0.1290612836
835	0.1289137249
836	0.1285142793
837	0.1283466595
838	0.128189245
839	0.1280231085
840	0.1279283081
841	0.1277524884
842	0.1276209287
843	0.1272914228
844	0.1270566273
845	0.1266909445
846	0.1264993573
847	0.1263295656
848	0.1261763113
849	0.1258402244
850	0.1256413613
851	0.1255057388
852	0.1252606284
853	0.1252149842
854	0.1249271955
855	0.1246450608
856	0.1244333405
857	0.1241950282
858	0.1239351784
859	0.1237422857
860	0.1235179522
861	0.1232283456
862	0.123099847
863	0.1228386484
864	0.1226562468
865	0.1224638324
866	0.1222657823
867	0.1220456089
868	0.1218218635
869	0.1215592374
870	0.1214344203
871	0.1211536397
872	0.1210574925
873	0.1208765437
874	0.1207782453
875	0.120531976
876	0.1203242008
877	0.1202105992
878	0.120038124
879	0.1197953071
880	0.119664976
881	0.1195065405
882	0.119222057
883	0.1191478404
884	0.1189009247
885	0.1187763029
886	0.1185646787
887	0.1183841765
888	0.1181747599
889	0.117958784
890	0.1176266288
891	0.11742526
892	0.1172522732
893	0.1171561226
894	0.1169282151
895	0.1167621997
896	0.1166010262
897	0.1164620216
898	0.1162917857
899	0.1161647854
900	0.1159732721
901	0.1157618389
902	0.1156118422
903	0.1154461819
904	0.1153423676
905	0.1152115984
906	0.114988268
907	0.114707505
908	0.1145491093
909	0.1143124741
910	0.1141464667
911	0.1138696936
912	0.113655708
913	0.1134592314
914	0.1132774425
915	0.1131225142
916	0.1129143163
917	0.1126738014
918	0.1124020466
919	0.1122387526
920	0.1119690292
921	0.1117776428
922	0.1115268934
923	0.1114051233
924	0.1113146295
925	0.1111325771
926	0.1109008881
927	0.1106316242
928	0.1103915544
929	0.1102686119
930	0.1100536686
931	0.1099409029
932	0.1098878438
933	0.1097128826
934	0.109509766
935	0.1093128664
936	0.1090898352
937	0.1088659594
938	0.1087680504
939	0.1086125156
940	0.1084235531
941	0.1082652558
942	0.1081574555
943	0.1079838928
944	0.10785748
945	0.1077015869
946	0.1075286943
947	0.107308462
948	0.1069881001
949	0.1067556915
950	0.1065049138
951	0.1064258273
952	0.1063224035
953	0.1060738014
954	0.1059600607
955	0.1057355547
956	0.1055768517
957	0.1054480382
958	0.105254135
959	0.1050461457
960	0.1049465708
961	0.1047497259
962	0.1045970651
963	0.1044912393
964	0.1044032391
965	0.1041661338
966	0.104012368
967	0.1037677843
968	0.1037257918
969	0.1034616001
970	0.1032628015
971	0.1031897909
972	0.1030456834
973	0.1028625986
974	0.1027018243
975	0.1025500461
976	0.1024852907
977	0.1024223877
978	0.1022717937
979	0.1021005422
980	0.1020476943
981	0.1019349839
982	0.101720132
983	0.1016516188
984	0.1015959506
985	0.1014620369
986	0.1012888022
987	0.1011282089
988	0.1008498339
989	0.10074614
990	0.100535724
991	0.1002988094
992	0.1002638312
993	0.1001460859
994	0.1000569908
995	0.09990966267
996	0.09975138653
997	0.09955716457
998	0.09943753604
999	0.09939566057
